time_,pos,neg
2021-07-11 15:32:00,2,0
2021-07-11 15:32:30,5,0
2021-07-11 15:33:00,1,1
2021-07-11 15:33:30,3,1
2021-07-11 15:34:00,1,1
2021-07-11 15:34:30,2,2
2021-07-11 15:35:00,6,3
2021-07-11 15:35:30,3,0
2021-07-11 15:36:00,1,0
2021-07-11 15:36:30,3,0
2021-07-11 15:37:00,1,1
2021-07-11 15:37:30,1,0
2021-07-11 15:38:00,2,1
2021-07-11 15:38:30,4,0
2021-07-11 15:39:00,3,0
2021-07-11 15:39:30,2,1
2021-07-11 15:40:00,5,1
2021-07-11 15:40:30,1,0
2021-07-11 15:41:00,5,3
2021-07-11 15:41:30,3,1
2021-07-11 15:42:00,4,3
2021-07-11 15:42:30,1,0
2021-07-11 15:43:00,1,0
2021-07-11 15:43:30,1,0
2021-07-11 15:44:00,1,1
2021-07-11 15:44:30,2,0
2021-07-11 15:45:00,0,3
2021-07-11 15:45:30,2,0
2021-07-11 15:46:00,2,0
2021-07-11 15:46:30,5,2
2021-07-11 15:47:00,3,1
2021-07-11 15:47:30,1,0
2021-07-11 15:48:00,2,0
2021-07-11 15:48:30,0,0
2021-07-11 15:49:00,3,0
2021-07-11 15:49:30,1,1
2021-07-11 15:50:00,3,1
2021-07-11 15:50:30,1,0
2021-07-11 15:51:00,1,0
2021-07-11 15:51:30,4,2
2021-07-11 15:52:00,1,1
2021-07-11 15:52:30,3,0
2021-07-11 15:53:00,2,0
2021-07-11 15:53:30,2,0
2021-07-11 15:54:00,2,0
2021-07-11 15:54:30,6,1
2021-07-11 15:55:00,5,2
2021-07-11 15:55:30,10,2
2021-07-11 15:56:00,5,1
2021-07-11 15:56:30,8,1
2021-07-11 15:57:00,7,3
2021-07-11 15:57:30,5,0
2021-07-11 15:58:00,8,1
2021-07-11 15:58:30,5,1
2021-07-11 15:59:00,1,0
2021-07-11 15:59:30,3,2
2021-07-11 16:00:00,4,7
2021-07-11 16:00:30,6,2
2021-07-11 16:01:00,4,1
2021-07-11 16:01:30,4,4
2021-07-11 16:02:00,6,4
2021-07-11 16:02:30,6,3
2021-07-11 16:03:00,6,3
2021-07-11 16:03:30,7,3
2021-07-11 16:04:00,3,3
2021-07-11 16:04:30,4,1
2021-07-11 16:05:00,6,5
2021-07-11 16:05:30,5,0
2021-07-11 16:06:00,6,1
2021-07-11 16:06:30,6,2
2021-07-11 16:07:00,5,3
2021-07-11 16:07:30,4,3
2021-07-11 16:08:00,3,1
2021-07-11 16:08:30,4,3
2021-07-11 16:09:00,8,3
2021-07-11 16:09:30,4,0
2021-07-11 16:10:00,5,2
2021-07-11 16:10:30,2,0
2021-07-11 16:11:00,3,1
2021-07-11 16:11:30,2,1
2021-07-11 16:12:00,3,0
2021-07-11 16:12:30,2,1
2021-07-11 16:13:00,0,0
2021-07-11 16:13:30,0,0
2021-07-11 16:14:00,2,0
2021-07-11 16:14:30,1,1
2021-07-11 16:15:00,2,0
2021-07-11 16:15:30,3,1
2021-07-11 16:16:00,2,1
2021-07-11 16:16:30,2,0
2021-07-11 16:17:00,4,2
2021-07-11 16:17:30,2,0
2021-07-11 16:18:00,3,0
2021-07-11 16:18:30,1,0
2021-07-11 16:19:00,1,0
2021-07-11 16:19:30,3,1
2021-07-11 16:20:00,3,1
2021-07-11 16:20:30,1,0
2021-07-11 16:21:00,3,1
2021-07-11 16:21:30,1,0
2021-07-11 16:22:00,0,0
2021-07-11 16:22:30,3,1
2021-07-11 16:23:00,1,0
2021-07-11 16:23:30,5,1
2021-07-11 16:24:00,2,0
2021-07-11 16:24:30,1,0
2021-07-11 16:25:00,1,0
2021-07-11 16:25:30,3,1
2021-07-11 16:26:00,0,1
2021-07-11 16:26:30,6,1
2021-07-11 16:27:00,7,2
2021-07-11 16:27:30,1,0
2021-07-11 16:28:00,2,1
2021-07-11 16:28:30,1,1
2021-07-11 16:29:00,0,0
2021-07-11 16:29:30,5,0
2021-07-11 16:30:00,2,1
2021-07-11 16:30:30,3,0
2021-07-11 16:31:00,6,0
2021-07-11 16:31:30,0,1
2021-07-11 16:32:00,1,0
2021-07-11 16:32:30,1,0
2021-07-11 16:33:00,2,0
2021-07-11 16:33:30,2,0
2021-07-11 16:34:00,4,2
2021-07-11 16:34:30,0,1
2021-07-11 16:35:00,2,0
2021-07-11 16:35:30,2,0
2021-07-11 16:36:00,3,0
2021-07-11 16:36:30,4,3
2021-07-11 16:37:00,3,1
2021-07-11 16:37:30,2,0
2021-07-11 16:38:00,1,1
2021-07-11 16:38:30,2,1
2021-07-11 16:39:00,0,0
2021-07-11 16:39:30,0,0
2021-07-11 16:40:00,4,1
2021-07-11 16:40:30,2,2
2021-07-11 16:41:00,4,1
2021-07-11 16:41:30,0,1
2021-07-11 16:42:00,1,1
2021-07-11 16:42:30,1,0
2021-07-11 16:43:00,1,0
2021-07-11 16:43:30,1,1
2021-07-11 16:44:00,3,0
2021-07-11 16:44:30,1,0
2021-07-11 16:45:00,2,1
2021-07-11 16:45:30,3,2
2021-07-11 16:46:00,1,0
2021-07-11 16:46:30,1,1
2021-07-11 16:47:00,1,2
2021-07-11 16:48:00,2,1
2021-07-11 16:48:30,1,1
2021-07-11 16:49:00,0,1
2021-07-11 16:49:30,2,0
2021-07-11 16:50:00,4,0
2021-07-11 16:50:30,3,0
2021-07-11 16:51:00,3,1
2021-07-11 16:51:30,2,0
2021-07-11 16:52:00,1,2
2021-07-11 16:52:30,2,1
2021-07-11 16:53:00,1,1
2021-07-11 16:53:30,2,1
2021-07-11 16:54:00,0,0
2021-07-11 16:54:30,3,1
2021-07-11 16:55:00,1,0
2021-07-11 16:55:30,1,0
2021-07-11 16:56:00,2,1
2021-07-11 16:56:30,2,0
2021-07-11 16:57:00,2,1
2021-07-11 16:57:30,1,0
2021-07-11 16:58:00,1,1
2021-07-11 16:58:30,4,2
2021-07-11 16:59:00,1,0
2021-07-11 16:59:30,2,1
2021-07-11 17:00:00,4,4
2021-07-11 17:00:30,3,2
2021-07-11 17:01:00,3,1
2021-07-11 17:01:30,0,2
2021-07-11 17:02:00,3,1
2021-07-11 17:02:30,3,1
2021-07-11 17:03:00,4,0
2021-07-11 17:03:30,0,2
2021-07-11 17:04:00,1,0
2021-07-11 17:04:30,2,1
2021-07-11 17:05:00,2,0
2021-07-11 17:05:30,1,0
2021-07-11 17:06:00,1,0
2021-07-11 17:06:30,2,0
2021-07-11 17:07:00,0,0
2021-07-11 17:07:30,1,0
2021-07-11 17:08:00,1,1
2021-07-11 17:08:30,0,0
2021-07-11 17:09:00,1,2
2021-07-11 17:09:30,1,0
2021-07-11 17:10:00,5,1
2021-07-11 17:10:30,4,3
2021-07-11 17:11:00,3,3
2021-07-11 17:11:30,1,0
2021-07-11 17:12:00,2,0
2021-07-11 17:12:30,2,0
2021-07-11 17:13:00,1,1
2021-07-11 17:13:30,1,0
2021-07-11 17:14:00,3,1
2021-07-11 17:14:30,1,1
2021-07-11 17:15:00,1,1
2021-07-11 17:15:30,2,1
2021-07-11 17:16:00,2,0
2021-07-11 17:16:30,2,1
2021-07-11 17:17:00,2,1
2021-07-11 17:17:30,2,2
2021-07-11 17:18:00,0,0
2021-07-11 17:18:30,1,0
2021-07-11 17:19:00,1,1
2021-07-11 17:19:30,1,0
2021-07-11 17:20:00,2,1
2021-07-11 17:20:30,0,0
2021-07-11 17:21:00,2,0
2021-07-11 17:21:30,0,1
2021-07-11 17:22:00,0,2
2021-07-11 17:22:30,0,3
2021-07-11 17:23:00,2,0
2021-07-11 17:23:30,0,1
2021-07-11 17:24:00,0,0
2021-07-11 17:24:30,2,0
2021-07-11 17:25:00,1,0
2021-07-11 17:25:30,0,0
2021-07-11 17:26:00,2,2
2021-07-11 17:26:30,2,0
2021-07-11 17:27:00,1,0
2021-07-11 17:27:30,6,1
2021-07-11 17:28:00,2,2
2021-07-11 17:28:30,1,1
2021-07-11 17:29:00,1,4
2021-07-11 17:29:30,2,0
2021-07-11 17:30:00,1,1
2021-07-11 17:30:30,2,0
2021-07-11 17:31:00,4,0
2021-07-11 17:31:30,1,0
2021-07-11 17:32:00,0,2
2021-07-11 17:32:30,3,0
2021-07-11 17:33:00,1,0
2021-07-11 17:33:30,1,0
2021-07-11 17:34:00,4,1
2021-07-11 17:34:30,1,0
2021-07-11 17:35:00,2,0
2021-07-11 17:35:30,2,0
2021-07-11 17:36:00,3,2
2021-07-11 17:36:30,4,0
2021-07-11 17:37:00,2,0
2021-07-11 17:37:30,2,0
2021-07-11 17:38:00,0,1
2021-07-11 17:38:30,0,1
2021-07-11 17:39:00,0,0
2021-07-11 17:39:30,1,0
2021-07-11 17:40:00,4,1
2021-07-11 17:40:30,1,0
2021-07-11 17:41:00,1,1
2021-07-11 17:41:30,2,0
2021-07-11 17:42:00,1,1
2021-07-11 17:42:30,1,0
2021-07-11 17:43:00,1,1
2021-07-11 17:43:30,5,1
2021-07-11 17:44:00,3,1
2021-07-11 17:44:30,4,0
2021-07-11 17:45:00,1,1
2021-07-11 17:45:30,2,0
2021-07-11 17:46:00,8,4
2021-07-11 17:46:30,2,0
2021-07-11 17:47:00,0,0
2021-07-11 17:47:30,1,1
2021-07-11 17:48:00,0,1
2021-07-11 17:48:30,2,0
2021-07-11 17:49:00,2,0
2021-07-11 17:49:30,0,0
2021-07-11 17:50:00,1,1
2021-07-11 17:50:30,3,1
2021-07-11 17:51:00,6,0
2021-07-11 17:51:30,2,1
2021-07-11 17:52:00,3,2
2021-07-11 17:52:30,5,2
2021-07-11 17:53:00,1,1
2021-07-11 17:53:30,2,1
2021-07-11 17:54:00,1,1
2021-07-11 17:54:30,1,1
2021-07-11 17:55:00,1,1
2021-07-11 17:55:30,3,0
2021-07-11 17:56:00,4,0
2021-07-11 17:56:30,0,1
2021-07-11 17:57:00,2,1
2021-07-11 17:57:30,3,0
2021-07-11 17:58:00,3,1
2021-07-11 17:58:30,1,1
2021-07-11 17:59:00,1,0
2021-07-11 17:59:30,2,0
2021-07-11 18:00:00,7,4
2021-07-11 18:00:30,1,0
2021-07-11 18:01:00,3,1
2021-07-11 18:01:30,0,1
2021-07-11 18:02:00,2,0
2021-07-11 18:02:30,2,3
2021-07-11 18:03:00,4,0
2021-07-11 18:03:30,3,2
2021-07-11 18:04:00,2,0
2021-07-11 18:04:30,1,1
2021-07-11 18:05:00,5,4
2021-07-11 18:05:30,0,1
2021-07-11 18:06:00,3,0
2021-07-11 18:06:30,1,1
2021-07-11 18:07:00,4,1
2021-07-11 18:07:30,1,0
2021-07-11 18:08:00,1,0
2021-07-11 18:08:30,1,1
2021-07-11 18:09:00,1,2
2021-07-11 18:09:30,1,0
2021-07-11 18:10:00,1,1
2021-07-11 18:10:30,2,0
2021-07-11 18:11:00,2,0
2021-07-11 18:11:30,2,0
2021-07-11 18:12:00,3,1
2021-07-11 18:12:30,3,0
2021-07-11 18:13:00,2,1
2021-07-11 18:13:30,2,1
2021-07-11 18:14:00,3,4
2021-07-11 18:14:30,1,2
2021-07-11 18:15:00,0,0
2021-07-11 18:15:30,1,2
2021-07-11 18:16:00,0,0
2021-07-11 18:16:30,0,1
2021-07-11 18:17:00,3,0
2021-07-11 18:17:30,4,1
2021-07-11 18:18:00,2,0
2021-07-11 18:18:30,2,1
2021-07-11 18:19:00,0,0
2021-07-11 18:19:30,0,0
2021-07-11 18:20:00,1,1
2021-07-11 18:20:30,3,2
2021-07-11 18:21:00,1,0
2021-07-11 18:21:30,2,1
2021-07-11 18:22:00,0,0
2021-07-11 18:22:30,3,0
2021-07-11 18:23:00,2,1
2021-07-11 18:23:30,1,0
2021-07-11 18:24:00,1,1
2021-07-11 18:24:30,2,1
2021-07-11 18:25:00,4,0
2021-07-11 18:25:30,3,2
2021-07-11 18:26:00,2,2
2021-07-11 18:26:30,0,1
2021-07-11 18:27:00,1,1
2021-07-11 18:27:30,3,0
2021-07-11 18:28:00,2,0
2021-07-11 18:28:30,3,3
2021-07-11 18:29:00,2,0
2021-07-11 18:29:30,1,0
2021-07-11 18:30:00,5,0
2021-07-11 18:30:30,2,2
2021-07-11 18:31:00,4,1
2021-07-11 18:31:30,2,1
2021-07-11 18:32:30,3,0
2021-07-11 18:33:00,3,0
2021-07-11 18:33:30,0,1
2021-07-11 18:34:00,3,1
2021-07-11 18:34:30,0,0
2021-07-11 18:35:00,4,2
2021-07-11 18:35:30,1,0
2021-07-11 18:36:00,4,1
2021-07-11 18:36:30,2,0
2021-07-11 18:37:00,2,2
2021-07-11 18:37:30,2,1
2021-07-11 18:38:00,1,1
2021-07-11 18:38:30,0,1
2021-07-11 18:39:00,0,0
2021-07-11 18:39:30,1,0
2021-07-11 18:40:00,1,2
2021-07-11 18:40:30,2,0
2021-07-11 18:41:00,2,0
2021-07-11 18:41:30,0,0
2021-07-11 18:42:00,1,2
2021-07-11 18:42:30,1,0
2021-07-11 18:43:00,2,1
2021-07-11 18:43:30,0,0
2021-07-11 18:44:00,1,0
2021-07-11 18:44:30,1,2
2021-07-11 18:45:00,4,1
2021-07-11 18:45:30,2,0
2021-07-11 18:46:00,3,0
2021-07-11 18:46:30,0,0
2021-07-11 18:47:00,3,0
2021-07-11 18:47:30,2,2
2021-07-11 18:48:00,1,1
2021-07-11 18:48:30,2,2
2021-07-11 18:49:00,0,1
2021-07-11 18:49:30,0,0
2021-07-11 18:50:00,3,1
2021-07-11 18:50:30,1,0
2021-07-11 18:51:00,1,1
2021-07-11 18:51:30,2,0
2021-07-11 18:52:00,1,2
2021-07-11 18:52:30,4,0
2021-07-11 18:53:00,1,2
2021-07-11 18:53:30,4,0
2021-07-11 18:54:00,3,3
2021-07-11 18:54:30,3,2
2021-07-11 18:55:00,5,2
2021-07-11 18:55:30,1,2
2021-07-11 18:56:30,1,2
2021-07-11 18:57:00,1,1
2021-07-11 18:57:30,0,1
2021-07-11 18:58:00,2,0
2021-07-11 18:58:30,0,0
2021-07-11 18:59:00,1,1
2021-07-11 18:59:30,2,0
2021-07-11 19:00:00,2,3
2021-07-11 19:00:30,3,0
2021-07-11 19:01:00,2,1
2021-07-11 19:01:30,1,1
2021-07-11 19:02:00,1,4
2021-07-11 19:02:30,1,0
2021-07-11 19:03:00,2,1
2021-07-11 19:03:30,2,1
2021-07-11 19:04:00,2,1
2021-07-11 19:04:30,0,1
2021-07-11 19:05:00,5,1
2021-07-11 19:05:30,1,1
2021-07-11 19:06:00,1,0
2021-07-11 19:06:30,0,0
2021-07-11 19:07:00,2,0
2021-07-11 19:07:30,1,1
2021-07-11 19:08:00,1,0
2021-07-11 19:08:30,1,0
2021-07-11 19:09:00,4,0
2021-07-11 19:09:30,2,0
2021-07-11 19:10:00,2,1
2021-07-11 19:10:30,1,0
2021-07-11 19:11:00,0,1
2021-07-11 19:12:00,1,0
2021-07-11 19:12:30,2,1
2021-07-11 19:13:00,0,0
2021-07-11 19:13:30,0,0
2021-07-11 19:14:00,1,0
2021-07-11 19:14:30,1,0
2021-07-11 19:15:00,6,2
2021-07-11 19:15:30,2,1
2021-07-11 19:16:00,0,0
2021-07-11 19:16:30,0,1
2021-07-11 19:17:00,1,2
2021-07-11 19:17:30,0,1
2021-07-11 19:18:00,0,1
2021-07-11 19:18:30,1,2
2021-07-11 19:19:00,1,1
2021-07-11 19:19:30,3,0
2021-07-11 19:20:00,2,1
2021-07-11 19:20:30,0,0
2021-07-11 19:21:00,2,0
2021-07-11 19:21:30,0,0
2021-07-11 19:22:00,3,0
2021-07-11 19:22:30,1,0
2021-07-11 19:23:00,1,0
2021-07-11 19:23:30,0,1
2021-07-11 19:24:00,1,0
2021-07-11 19:24:30,1,0
2021-07-11 19:25:00,1,0
2021-07-11 19:25:30,3,2
2021-07-11 19:26:00,0,0
2021-07-11 19:26:30,0,1
2021-07-11 19:27:00,1,1
2021-07-11 19:27:30,3,0
2021-07-11 19:28:00,0,0
2021-07-11 19:28:30,1,0
2021-07-11 19:29:00,0,0
2021-07-11 19:29:30,3,0
2021-07-11 19:30:00,3,0
2021-07-11 19:30:30,0,1
2021-07-11 19:31:00,2,1
2021-07-11 19:31:30,0,1
2021-07-11 19:32:00,1,0
2021-07-11 19:32:30,1,0
2021-07-11 19:33:00,1,0
2021-07-11 19:33:30,4,0
2021-07-11 19:34:00,3,0
2021-07-11 19:34:30,1,0
2021-07-11 19:35:00,3,0
2021-07-11 19:35:30,3,0
2021-07-11 19:36:00,1,0
2021-07-11 19:36:30,0,2
2021-07-11 19:37:00,1,0
2021-07-11 19:37:30,2,0
2021-07-11 19:38:00,2,0
2021-07-11 19:38:30,0,0
2021-07-11 19:39:00,1,2
2021-07-11 19:39:30,1,1
2021-07-11 19:40:00,2,1
2021-07-11 19:40:30,0,1
2021-07-11 19:41:00,1,0
2021-07-11 19:41:30,1,0
2021-07-11 19:42:00,3,1
2021-07-11 19:42:30,4,1
2021-07-11 19:43:00,1,1
2021-07-11 19:43:30,1,1
2021-07-11 19:44:00,1,0
2021-07-11 19:44:30,2,0
2021-07-11 19:45:00,1,0
2021-07-11 19:45:30,3,0
2021-07-11 19:46:00,1,1
2021-07-11 19:47:00,3,2
2021-07-11 19:47:30,1,0
2021-07-11 19:48:00,3,0
2021-07-11 19:48:30,2,0
2021-07-11 19:49:00,2,1
2021-07-11 19:49:30,0,0
2021-07-11 19:50:00,2,0
2021-07-11 19:50:30,0,0
2021-07-11 19:51:00,1,1
2021-07-11 19:51:30,3,2
2021-07-11 19:52:00,1,2
2021-07-11 19:52:30,2,0
2021-07-11 19:53:00,2,1
2021-07-11 19:53:30,1,0
2021-07-11 19:54:00,2,1
2021-07-11 19:54:30,2,0
2021-07-11 19:55:00,1,0
2021-07-11 19:55:30,2,1
2021-07-11 19:56:00,2,1
2021-07-11 19:56:30,0,0
2021-07-11 19:57:00,3,0
2021-07-11 19:57:30,0,1
2021-07-11 19:58:00,0,0
2021-07-11 19:58:30,1,1
2021-07-11 19:59:00,3,0
2021-07-11 19:59:30,0,1
2021-07-11 20:00:00,4,4
2021-07-11 20:00:30,5,2
2021-07-11 20:01:00,1,1
2021-07-11 20:01:30,0,1
2021-07-11 20:02:00,1,0
2021-07-11 20:02:30,1,4
2021-07-11 20:03:00,1,2
2021-07-11 20:03:30,1,0
2021-07-11 20:04:00,1,1
2021-07-11 20:04:30,3,1
2021-07-11 20:05:00,4,0
2021-07-11 20:05:30,3,0
2021-07-11 20:06:00,0,0
2021-07-11 20:06:30,5,0
2021-07-11 20:07:00,3,0
2021-07-11 20:07:30,3,0
2021-07-11 20:08:00,1,0
2021-07-11 20:08:30,0,1
2021-07-11 20:09:00,3,1
2021-07-11 20:09:30,0,0
2021-07-11 20:10:00,3,0
2021-07-11 20:10:30,0,1
2021-07-11 20:11:00,4,1
2021-07-11 20:11:30,1,0
2021-07-11 20:12:00,0,0
2021-07-11 20:12:30,0,0
2021-07-11 20:13:30,0,1
2021-07-11 20:14:00,5,1
2021-07-11 20:14:30,1,0
2021-07-11 20:15:00,0,1
2021-07-11 20:15:30,0,0
2021-07-11 20:16:00,1,0
2021-07-11 20:16:30,3,1
2021-07-11 20:17:00,2,0
2021-07-11 20:17:30,1,0
2021-07-11 20:18:00,3,0
2021-07-11 20:18:30,2,1
2021-07-11 20:19:00,2,1
2021-07-11 20:19:30,2,0
2021-07-11 20:20:00,2,1
2021-07-11 20:20:30,1,0
2021-07-11 20:21:00,5,0
2021-07-11 20:21:30,2,0
2021-07-11 20:22:00,2,0
2021-07-11 20:22:30,4,0
2021-07-11 20:23:00,1,0
2021-07-11 20:23:30,1,0
2021-07-11 20:24:00,4,0
2021-07-11 20:24:30,0,0
2021-07-11 20:25:00,3,0
2021-07-11 20:25:30,4,0
2021-07-11 20:26:00,1,2
2021-07-11 20:26:30,3,0
2021-07-11 20:27:00,2,1
2021-07-11 20:27:30,1,1
2021-07-11 20:28:00,2,2
2021-07-11 20:28:30,0,2
2021-07-11 20:29:00,2,0
2021-07-11 20:29:30,1,0
2021-07-11 20:30:00,3,2
2021-07-11 20:30:30,4,3
2021-07-11 20:31:00,1,0
2021-07-11 20:31:30,4,0
2021-07-11 20:32:00,0,2
2021-07-11 20:32:30,1,1
2021-07-11 20:33:00,0,1
2021-07-11 20:33:30,1,0
2021-07-11 20:34:00,1,0
2021-07-11 20:34:30,0,1
2021-07-11 20:35:00,0,1
2021-07-11 20:35:30,1,1
2021-07-11 20:36:00,0,1
2021-07-11 20:36:30,2,2
2021-07-11 20:37:00,5,0
2021-07-11 20:37:30,2,1
2021-07-11 20:38:00,0,0
2021-07-11 20:38:30,4,1
2021-07-11 20:39:00,1,1
2021-07-11 20:39:30,2,0
2021-07-11 20:40:00,4,0
2021-07-11 20:40:30,3,2
2021-07-11 20:41:00,3,1
2021-07-11 20:41:30,1,0
2021-07-11 20:42:00,2,1
2021-07-11 20:42:30,2,1
2021-07-11 20:43:00,0,1
2021-07-11 20:43:30,1,0
2021-07-11 20:44:00,2,0
2021-07-11 20:44:30,0,1
2021-07-11 20:45:00,2,1
2021-07-11 20:45:30,1,1
2021-07-11 20:46:00,1,1
2021-07-11 20:46:30,0,1
2021-07-11 20:47:00,2,0
2021-07-11 20:47:30,2,0
2021-07-11 20:48:00,0,1
2021-07-11 20:48:30,3,0
2021-07-11 20:49:00,0,0
2021-07-11 20:49:30,0,1
2021-07-11 20:50:00,1,1
2021-07-11 20:50:30,0,1
2021-07-11 20:51:00,3,1
2021-07-11 20:51:30,2,1
2021-07-11 20:52:00,1,1
2021-07-11 20:52:30,2,0
2021-07-11 20:53:00,0,1
2021-07-11 20:53:30,1,1
2021-07-11 20:54:00,2,0
2021-07-11 20:54:30,5,0
2021-07-11 20:55:00,3,0
2021-07-11 20:55:30,0,0
2021-07-11 20:56:00,1,1
2021-07-11 20:56:30,2,1
2021-07-11 20:57:00,2,0
2021-07-11 20:57:30,1,0
2021-07-11 20:58:00,1,0
2021-07-11 20:58:30,0,0
2021-07-11 20:59:00,0,0
2021-07-11 20:59:30,0,0
2021-07-11 21:00:00,2,3
2021-07-11 21:00:30,2,0
2021-07-11 21:01:00,1,1
2021-07-11 21:01:30,1,2
2021-07-11 21:02:00,2,1
2021-07-11 21:02:30,1,1
2021-07-11 21:03:00,2,1
2021-07-11 21:04:00,2,0
2021-07-11 21:04:30,1,1
2021-07-11 21:05:00,0,1
2021-07-11 21:05:30,0,0
2021-07-11 21:06:00,0,2
2021-07-11 21:06:30,4,1
2021-07-11 21:07:00,2,0
2021-07-11 21:07:30,1,0
2021-07-11 21:08:00,1,0
2021-07-11 21:08:30,4,0
2021-07-11 21:09:00,3,0
2021-07-11 21:09:30,1,0
2021-07-11 21:10:00,1,0
2021-07-11 21:10:30,1,0
2021-07-11 21:11:00,2,0
2021-07-11 21:11:30,1,0
2021-07-11 21:12:00,2,0
2021-07-11 21:12:30,2,0
2021-07-11 21:13:30,1,0
2021-07-11 21:14:00,2,0
2021-07-11 21:14:30,2,0
2021-07-11 21:15:00,3,1
2021-07-11 21:15:30,3,0
2021-07-11 21:16:00,1,1
2021-07-11 21:16:30,4,0
2021-07-11 21:17:00,3,1
2021-07-11 21:17:30,1,1
2021-07-11 21:18:00,1,1
2021-07-11 21:18:30,2,1
2021-07-11 21:19:00,3,1
2021-07-11 21:19:30,0,0
2021-07-11 21:20:00,2,0
2021-07-11 21:20:30,1,0
2021-07-11 21:21:00,3,0
2021-07-11 21:21:30,3,0
2021-07-11 21:22:00,3,1
2021-07-11 21:22:30,0,0
2021-07-11 21:23:00,2,0
2021-07-11 21:23:30,3,0
2021-07-11 21:24:00,0,1
2021-07-11 21:24:30,2,2
2021-07-11 21:25:00,3,2
2021-07-11 21:25:30,3,0
2021-07-11 21:26:00,2,2
2021-07-11 21:26:30,3,1
2021-07-11 21:27:00,2,0
2021-07-11 21:27:30,4,2
2021-07-11 21:28:00,2,1
2021-07-11 21:28:30,0,1
2021-07-11 21:29:00,3,0
2021-07-11 21:29:30,5,4
2021-07-11 21:30:00,1,0
2021-07-11 21:30:30,4,1
2021-07-11 21:31:00,2,2
2021-07-11 21:31:30,2,1
2021-07-11 21:32:00,4,2
2021-07-11 21:32:30,2,0
2021-07-11 21:33:00,1,1
2021-07-11 21:33:30,6,0
2021-07-11 21:34:00,6,2
2021-07-11 21:34:30,2,0
2021-07-11 21:35:00,4,3
2021-07-11 21:35:30,2,1
2021-07-11 21:36:00,4,0
2021-07-11 21:36:30,5,2
2021-07-11 21:37:00,3,0
2021-07-11 21:37:30,3,0
2021-07-11 21:38:00,4,0
2021-07-11 21:38:30,5,0
2021-07-11 21:39:00,2,0
2021-07-11 21:39:30,4,1
2021-07-11 21:40:00,3,1
2021-07-11 21:40:30,3,0
2021-07-11 21:41:00,2,3
2021-07-11 21:41:30,0,0
2021-07-11 21:42:00,0,0
2021-07-11 21:42:30,1,0
2021-07-11 21:43:00,2,0
2021-07-11 21:43:30,2,2
2021-07-11 21:44:00,2,1
2021-07-11 21:44:30,1,0
2021-07-11 21:45:00,3,3
2021-07-11 21:45:30,3,0
2021-07-11 21:46:00,2,3
2021-07-11 21:46:30,4,0
2021-07-11 21:47:00,4,0
2021-07-11 21:47:30,1,1
2021-07-11 21:48:00,1,1
2021-07-11 21:48:30,3,0
2021-07-11 21:49:00,1,0
2021-07-11 21:49:30,1,0
2021-07-11 21:50:00,0,0
2021-07-11 21:50:30,0,0
2021-07-11 21:51:00,0,0
2021-07-11 21:51:30,2,0
2021-07-11 21:52:00,2,0
2021-07-11 21:52:30,0,0
2021-07-11 21:53:30,2,2
2021-07-11 21:54:00,0,0
2021-07-11 21:54:30,2,0
2021-07-11 21:55:00,1,0
2021-07-11 21:55:30,1,0
2021-07-11 21:56:00,1,0
2021-07-11 21:56:30,0,2
2021-07-11 21:57:00,4,0
2021-07-11 21:57:30,1,1
2021-07-11 21:58:00,1,0
2021-07-11 21:58:30,3,0
2021-07-11 21:59:00,0,3
2021-07-11 21:59:30,2,1
2021-07-11 22:00:00,9,3
2021-07-11 22:00:30,1,2
2021-07-11 22:01:00,1,0
2021-07-11 22:01:30,1,1
2021-07-11 22:02:00,3,3
2021-07-11 22:02:30,0,1
2021-07-11 22:03:00,3,2
2021-07-11 22:03:30,1,0
2021-07-11 22:04:00,2,2
2021-07-11 22:04:30,1,2
2021-07-11 22:05:00,1,2
2021-07-11 22:05:30,1,0
2021-07-11 22:06:00,3,2
2021-07-11 22:06:30,5,0
2021-07-11 22:07:00,3,0
2021-07-11 22:07:30,3,1
2021-07-11 22:08:00,4,2
2021-07-11 22:08:30,2,1
2021-07-11 22:09:00,0,1
2021-07-11 22:09:30,1,0
2021-07-11 22:10:00,3,1
2021-07-11 22:10:30,1,1
2021-07-11 22:11:00,0,1
2021-07-11 22:11:30,2,1
2021-07-11 22:12:00,1,1
2021-07-11 22:12:30,7,0
2021-07-11 22:13:00,2,0
2021-07-11 22:13:30,1,1
2021-07-11 22:14:00,4,1
2021-07-11 22:14:30,0,2
2021-07-11 22:15:00,2,1
2021-07-11 22:15:30,0,0
2021-07-11 22:16:00,2,1
2021-07-11 22:16:30,2,0
2021-07-11 22:17:00,0,1
2021-07-11 22:17:30,1,0
2021-07-11 22:18:00,0,0
2021-07-11 22:18:30,1,0
2021-07-11 22:19:00,1,0
2021-07-11 22:19:30,0,0
2021-07-11 22:20:00,4,3
2021-07-11 22:20:30,3,1
2021-07-11 22:21:00,0,1
2021-07-11 22:21:30,3,1
2021-07-11 22:22:00,3,1
2021-07-11 22:22:30,2,0
2021-07-11 22:23:00,0,1
2021-07-11 22:23:30,4,1
2021-07-11 22:24:00,1,0
2021-07-11 22:24:30,0,0
2021-07-11 22:25:00,2,0
2021-07-11 22:25:30,0,0
2021-07-11 22:26:00,3,0
2021-07-11 22:26:30,4,1
2021-07-11 22:27:00,2,0
2021-07-11 22:27:30,3,0
